,,,,,,,,,,,,,,,,,,,,,
"□ 조립 리드타임 실적 집계 (HN5010 이후, 16년 5월 이후)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,기본정보,,,,,,,,,기타 정보,,,,계획,실적,,,,,,
,팀,세부공정,선종,프로젝트,블럭,Ass'y,PCG,PCG명,업체명,Weight,길이(L),폭(B),높이(H),계획L/T,착수,완료,실적L/T,,,,
,조립1팀,중조립,115K PC,HN5028,S18P,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 5.6, 15.8, 2.5,8 ,2017/7/24,2017/8/11,10 ,,,,
,조립1팀,중조립,115K PC,HN5028,S18S,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 5.6, 15.8, 2.5,8 ,2017/7/25,2017/8/11,9 ,,,,
,조립1팀,중조립,115K PC,HN5028,S19P,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 5.6, 15.8, 2.5,8 ,2017/8/7,2017/8/24,13 ,,,,
,조립1팀,중조립,115K PC,HN5028,S19P,LB2,CS2,S/SHELL (CURVE),(유)예솔기업,, 14.2, 15.8, 3.6,8 ,2017/8/7,2017/8/24,13 ,,,,
,조립1팀,중조립,115K PC,HN5028,S19S,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 5.6, 15.8, 2.5,8 ,2017/7/26,2017/8/23,15 ,,,,
,조립1팀,중조립,115K PC,HN5028,S19S,LB2,CS2,S/SHELL (CURVE),(유)예솔기업,, 14.2, 15.8, 3.6,8 ,2017/8/11,2017/8/23,8 ,,,,
,조립1팀,중조립,115K PC,HN5018,A21P,SS1,AL4,AFT. DECK (R/HORN SIDE BLK),(유)예솔기업,, 7.7, 15.4, 7.6,11 ,2017/8/19,2017/9/11,16 ,,,,
,조립1팀,중조립,115K PC,HN5018,A21S,SS1,AL4,AFT. DECK (R/HORN SIDE BLK),(유)예솔기업,, 7.7, 15.4, 7.6,11 ,2017/8/18,2017/9/6,14 ,,,,
,조립1팀,중조립,115K PC,HN5018,A22C,ET2,AL3,RUDDER HORN,(유)예솔기업,, 0.0, 0.0, 0.0,8 ,2017/8/22,2017/9/1,9 ,,,,
,조립1팀,중조립,115K PC,HN5018,A22C,SS4A,AL3,RUDDER HORN,(유)예솔기업,, 9.2, 8.4, 4.3,15 ,2017/8/16,2017/9/6,16 ,,,,
,조립1팀,중조립,115K PC,HN5018,A22C,SS4M,AL3,RUDDER HORN,(유)예솔기업,, 9.2, 8.4, 4.3,15 ,2017/8/16,2017/9/6,16 ,,,,
,조립1팀,중조립,115K PC,HN5018,A22C,ET1,AL3,RUDDER HORN,(유)예솔기업,, 7.6, 5.5, 7.0,11 ,2017/8/19,2017/9/8,15 ,,,,
,조립1팀,중조립,115K PC,HN5018,B52S,HP2,CS4,HOPPER (CURVE),(유)예솔기업,, 7.1, 5.4, 3.4,12 ,2017/8/19,2017/9/1,10 ,,,,
,조립1팀,중조립,115K PC,HN5018,B58P,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12 ,2017/9/12,2017/9/22,9 ,,,,
,조립1팀,중조립,115K PC,HN5018,B58P,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12 ,2017/9/12,2017/9/22,9 ,,,,
,조립1팀,중조립,115K PC,HN5018,B58S,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12 ,2017/9/4,2017/9/22,15 ,,,,
,조립1팀,중조립,115K PC,HN5018,B58S,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12 ,2017/9/4,2017/9/22,15 ,,,,
,조립1팀,중조립,115K PC,HN5018,E51S,TB50,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 16.3, 4.8, 2.8,8 ,2017/8/19,2017/9/1,10 ,,,,
,조립1팀,중조립,115K PC,HN5018,E52S,LB17,EL1,E/ROOM (L-TYPE),조립1팀,, 4.9, 4.8, 1.8,8 ,2017/8/24,2017/9/1,7 ,,,,
,조립1팀,중조립,115K PC,HN5018,E52S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.0, 5.0, 2.3,10 ,2017/8/21,2017/9/1,10 ,,,,
,조립1팀,중조립,115K PC,HN5018,E91C,TB55B,ED3,E/ROOM BHD,(유)예솔기업,, 18.6, 14.1, 1.6,10 ,2017/9/15,2017/9/25,7 ,,,,
,조립1팀,중조립,115K PC,HN5018,F41P,TB102,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2017/9/18,2017/9/25,6 ,,,,
,조립1팀,중조립,115K PC,HN5018,F41P,TB98,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2017/9/18,2017/9/25,6 ,,,,
,조립1팀,중조립,115K PC,HN5018,F41P,SS1,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10 ,2017/9/15,2017/9/28,10 ,,,,
,조립1팀,중조립,115K PC,HN5018,F41P,SS2,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10 ,2017/9/15,2017/9/28,10 ,,,,
,조립1팀,중조립,115K PC,HN5018,F41S,TB102,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2017/9/22,2017/9/29,6 ,,,,
,조립1팀,중조립,115K PC,HN5018,F41S,TB98,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2017/9/22,2017/9/29,6 ,,,,
,조립1팀,중조립,115K PC,HN5018,S18P,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 5.6, 15.8, 2.5,8 ,2017/9/6,2017/9/19,10 ,,,,
,조립1팀,중조립,115K PC,HN5018,S18P,TB91,CS2,S/SHELL (CURVE),조립1팀,, 5.2, 11.7, 6.6,7 ,2017/9/8,2017/9/19,8 ,,,,
,조립1팀,중조립,115K PC,HN5018,S18S,TB91,CS2,S/SHELL (CURVE),조립1팀,, 5.2, 11.7, 6.6,7 ,2017/8/31,2017/9/8,7 ,,,,
,조립1팀,중조립,115K PC,HN5018,S18S,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 5.6, 15.8, 2.5,8 ,2017/9/4,2017/9/19,12 ,,,,
,조립1팀,중조립,115K PC,HN5018,S19P,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 5.6, 15.8, 2.5,8 ,2017/9/12,2017/9/20,7 ,,,,
,조립1팀,중조립,115K PC,HN5018,S19P,LB2,CS2,S/SHELL (CURVE),(유)예솔기업,, 14.2, 15.8, 3.6,8 ,2017/9/12,2017/9/20,7 ,,,,
,조립1팀,중조립,115K PC,HN5018,S19S,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 5.6, 15.8, 2.5,8 ,2017/9/8,2017/9/21,10 ,,,,
,조립1팀,중조립,115K PC,HN5018,S19S,LB2,CS2,S/SHELL (CURVE),(유)예솔기업,, 14.2, 15.8, 3.6,8 ,2017/9/8,2017/9/21,10 ,,,,
,조립1팀,중조립,115K PC,HN5028,F11C,TB98B,FB1,FORE BODY BOTTOM,(유)동성산업,, 2.6, 11.5, 4.7,8 ,2017/8/25,2017/9/1,6 ,,,,
,조립1팀,중조립,115K PC,HN5028,F11C,TB98N,FB1,FORE BODY BOTTOM,(유)동성산업,, 2.6, 11.5, 4.7,8 ,2017/8/25,2017/9/1,6 ,,,,
,조립1팀,중조립,115K PC,HN5028,F41S,SS1,FL2,FORE BODY B/MOUTH,(유)동성산업,, 0.0, 0.0, 0.0,10 ,2017/8/10,2017/9/5,18 ,,,,
,조립1팀,중조립,115K PC,HN5028,F41S,SS2,FL2,FORE BODY B/MOUTH,(유)동성산업,, 0.0, 0.0, 0.0,10 ,2017/8/10,2017/9/5,18 ,,,,
,조립1팀,중조립,115K COT,HN5031,E11C,BS2B,EB1,E/R D/BOTTOM,(유)예솔기업,, 9.8, 5.8, 0.0,9 ,2017/9/15,2017/9/26,8 ,,,,
,조립1팀,중조립,115K COT,HN5031,E11C,BS2N,EB1,E/R D/BOTTOM,(유)예솔기업,, 9.8, 5.8, 0.0,9 ,2017/9/15,2017/9/26,8 ,,,,
,조립1팀,중조립,115K COT,HN5031,E12C,GR2,EB1,E/R D/BOTTOM,(유)예솔기업,, 0.0, 0.0, 0.0,10 ,2017/9/21,2017/9/29,7 ,,,,
,조립1팀,중조립,115K PC,HN5018,F11C,TB98B,FB1,FORE BODY BOTTOM,(유)동성산업,, 2.6, 11.5, 4.7,8 ,2017/9/28,2017/10/12,5 ,,,,
,조립1팀,중조립,115K PC,HN5018,F11C,TB98N,FB1,FORE BODY BOTTOM,(유)동성산업,, 2.6, 11.5, 4.7,8 ,2017/9/28,2017/10/12,5 ,,,,
,조립1팀,중조립,115K PC,HN5018,F41S,SS1,FL2,FORE BODY B/MOUTH,(유)동성산업,, 0.0, 0.0, 0.0,10 ,2017/9/15,2017/10/13,15 ,,,,
,조립1팀,중조립,115K PC,HN5018,F41S,SS2,FL2,FORE BODY B/MOUTH,(유)동성산업,, 0.0, 0.0, 0.0,10 ,2017/9/15,2017/10/16,16 ,,,,
,조립1팀,중조립,115K COT,HN5031,A21P,TB14,AL4,AFT. DECK (R/HORN SIDE BLK),조립1팀,, 6.8, 13.7, 1.0,5 ,2017/10/20,2017/10/31,8 ,,,,
,조립1팀,중조립,115K COT,HN5031,A21S,TB14,AL4,AFT. DECK (R/HORN SIDE BLK),조립1팀,, 7.0, 13.9, 1.3,5 ,2017/10/20,2017/10/31,8 ,,,,
,조립1팀,중조립,115K COT,HN5031,A22C,ET1A,AL3,RUDDER HORN,(유)예솔기업,, 8.3, 4.3, 3.6,11 ,2017/10/17,2017/10/26,8 ,,,,
,조립1팀,중조립,115K COT,HN5031,B51P,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 12.0, 3.9,12 ,2017/9/22,2017/10/13,10 ,,,,
,조립1팀,중조립,115K COT,HN5031,B51P,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 8.6, 3.9,12 ,2017/9/21,2017/10/13,11 ,,,,
,조립1팀,중조립,115K COT,HN5031,B51S,SS1,CS4,HOPPER (CURVE),조립1팀,, 20.4, 12.0, 3.9,12 ,2017/9/26,2017/10/19,12 ,,,,
,조립1팀,중조립,115K COT,HN5031,B51S,SS2,CS4,HOPPER (CURVE),조립1팀,, 20.4, 8.6, 3.9,12 ,2017/9/25,2017/10/19,13 ,,,,
,조립1팀,중조립,115K COT,HN5031,E11C,SS2A,EB1,E/R D/BOTTOM,(유)예솔기업,, 4.1, 2.8, 0.0,7 ,2017/9/26,2017/10/12,7 ,,,,
,조립1팀,중조립,115K COT,HN5031,E11C,SS2M,EB1,E/R D/BOTTOM,(유)예솔기업,, 4.1, 2.8, 0.0,7 ,2017/9/26,2017/10/12,7 ,,,,
,조립1팀,중조립,115K COT,HN5031,E11C,TT1,EB1,E/R D/BOTTOM,(유)동성산업,, 0.0, 0.0, 0.0,13 ,2017/9/26,2017/10/19,12 ,,,,
,조립1팀,중조립,115K COT,HN5031,E31P,LB15,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 4.8, 12.1, 6.3,6 ,2017/10/14,2017/10/19,4 ,,,,
,조립1팀,중조립,115K COT,HN5031,E31S,LB15,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 4.8, 12.1, 6.3,6 ,2017/10/6,2017/10/12,3 ,,,,
,조립1팀,중조립,115K COT,HN5031,E31S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 20.3, 5.5, 0.0,10 ,2017/10/13,2017/10/30,12 ,,,,
,조립1팀,중조립,115K COT,HN5031,E41P,LB15,EL1,E/ROOM (L-TYPE),조립1팀,, 12.3, 5.0, 5.5,6 ,2017/10/12,2017/10/16,3 ,,,,
,조립1팀,중조립,115K COT,HN5031,E41P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.4, 5.8, 0.0,10 ,2017/10/12,2017/10/16,3 ,,,,
,조립1팀,중조립,115K COT,HN5031,E41P,TB50,EL1,E/ROOM (L-TYPE),조립1팀,, 5.0, 14.3, 2.4,6 ,2017/10/11,2017/10/16,4 ,,,,
,조립1팀,중조립,115K COT,HN5031,E41S,LB15,EL1,E/ROOM (L-TYPE),조립1팀,, 16.3, 5.0, 5.0,6 ,2017/9/28,2017/10/16,7 ,,,,
,조립1팀,중조립,115K COT,HN5031,E41S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.4, 5.8, 0.0,10 ,2017/9/25,2017/10/19,13 ,,,,
,조립1팀,중조립,115K COT,HN5031,E42P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.1, 7.5, 0.0,10 ,2017/10/18,2017/10/30,9 ,,,,
,조립1팀,중조립,115K COT,HN5031,E42S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.1, 7.5, 0.0,10 ,2017/9/26,2017/10/23,14 ,,,,
,조립1팀,중조립,115K COT,HN5031,E51P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.9, 4.7, 2.3,8 ,2017/10/13,2017/10/26,10 ,,,,
,조립1팀,중조립,115K COT,HN5031,E51S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.8, 4.7, 2.3,8 ,2017/10/12,2017/10/26,11 ,,,,
,조립1팀,중조립,115K COT,HN5031,E51S,TB50,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 16.3, 4.8, 2.8,8 ,2017/10/21,2017/10/27,5 ,,,,
,조립1팀,중조립,115K COT,HN5031,E52P,DK2,EL1,E/ROOM (L-TYPE),조립1팀,, 15.2, 7.2, 2.4,10 ,2017/10/18,2017/10/24,5 ,,,,
,조립1팀,중조립,115K COT,HN5031,S11P,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 19.5, 12.2, 2.6,9 ,2017/9/27,2017/10/20,12 ,,,,
,조립1팀,중조립,115K COT,HN5031,S11S,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 19.5, 12.2, 2.6,9 ,2017/10/11,2017/10/23,9 ,,,,
,조립2팀,중조립,114K PC,HN5017,D16S,LB0,CD11,M/DECK(LB0A 포함),(유)해인산업,, 18.5, 4.5, 0.0,6 ,2017/5/22,2017/6/1,9 ,,,,
,조립2팀,중조립,114K PC,HN5017,D17P,TB84,CD1,M/DECK,(유)고성산업,, 4.1, 18.8, 1.0,5 ,2017/5/25,2017/6/2,7 ,,,,
,조립2팀,중조립,114K PC,HN5017,D17S,LB0,CD11,M/DECK(LB0A 포함),(유)세진에스엔피,, 21.6, 5.0, 4.7,6 ,2017/5/22,2017/6/2,10 ,,,,
,조립2팀,중조립,114K PC,HN5017,D18P,TB91,CD1,M/DECK,(유)고성산업,, 4.2, 18.7, 1.0,5 ,2017/5/30,2017/6/8,7 ,,,,
,조립2팀,중조립,114K PC,HN5017,D18S,LB0,CD11,M/DECK(LB0A 포함),(유)세진에스엔피,, 19.8, 5.0, 4.8,6 ,2017/5/23,2017/6/7,11 ,,,,
,조립2팀,중조립,114K PC,HN5017,D19S,LB0,CD11,M/DECK(LB0A 포함),(유)해인산업,, 18.6, 5.0, 4.7,6 ,2017/5/30,2017/6/9,8 ,,,,
,조립2팀,중조립,114K PC,HN5017,S17P,BS1,CS1,S/SHELL (FLAT),(유)유로이엔지,, 21.6, 4.6, 5.6,7 ,2017/5/17,2017/6/7,15 ,,,,
,조립2팀,중조립,114K PC,HN5017,S17S,BS1,CS1,S/SHELL (FLAT),(유)유로이엔지,, 21.6, 4.6, 5.6,7 ,2017/5/17,2017/6/7,15 ,,,,
,조립2팀,중조립,115K PC,HN5027,A31P,TB06,AL1,AFT. BODY (L-TYPE),(유)유로이엔지,, 0.0, 0.0, 0.0,6 ,2017/6/16,2017/6/23,6 ,,,,
,조립2팀,중조립,115K PC,HN5027,A31P,TB14,AL1,AFT. BODY (L-TYPE),(유)유로이엔지,, 0.0, 0.0, 0.0,6 ,2017/6/16,2017/6/23,6 ,,,,
,조립2팀,중조립,115K PC,HN5027,A31S,TB14,AL1,AFT. BODY (L-TYPE),(유)유로이엔지,, 0.0, 0.0, 0.0,6 ,2017/6/16,2017/6/23,6 ,,,,
,조립2팀,중조립,115K PC,HN5027,B11C,TT1,CB2,D.BOTTOM (CURVE),(유)해인산업,, 19.5, 11.0, 2.5,11 ,2017/5/25,2017/6/7,9 ,,,,
,조립2팀,중조립,115K PC,HN5027,B11C,TT2,CB2,D.BOTTOM (CURVE),(유)해인산업,, 19.5, 11.1, 2.5,11 ,2017/5/25,2017/6/7,9 ,,,,
,조립2팀,중조립,115K PC,HN5027,B15S,TT1,CB1,D.BOTTOM (FLAT),(유)세진에스엔피,, 19.4, 15.2, 2.5,8 ,2017/5/19,2017/6/2,11 ,,,,
,조립2팀,중조립,115K PC,HN5027,B16P,TT1,CB1,D.BOTTOM (FLAT),(유)해인산업,, 18.5, 15.2, 2.5,8 ,2017/5/19,2017/6/1,10 ,,,,
,조립2팀,중조립,115K PC,HN5027,B16S,TT1,CB1,D.BOTTOM (FLAT),(유)세진에스엔피,, 18.5, 15.2, 2.5,8 ,2017/5/22,2017/6/7,12 ,,,,
,조립2팀,중조립,115K PC,HN5027,B17P,TT1,CB1,D.BOTTOM (FLAT),(유)해인산업,, 21.6, 15.2, 2.5,8 ,2017/5/26,2017/6/7,8 ,,,,
,조립2팀,중조립,115K PC,HN5027,B17S,TT1,CB1,D.BOTTOM (FLAT),(유)해인산업,, 21.6, 15.4, 2.5,8 ,2017/5/26,2017/6/7,8 ,,,,
,조립2팀,중조립,115K PC,HN5027,D11S,LB0,CD11,M/DECK(LB0A 포함),(유)세진에스엔피,, 19.5, 5.0, 5.0,6 ,2017/6/9,2017/6/21,9 ,,,,
,조립2팀,중조립,115K PC,HN5027,D12P,TB63,CD1,M/DECK,(유)고성산업,, 4.5, 18.8, 2.0,5 ,2017/6/16,2017/6/23,6 ,,,,
,조립2팀,중조립,115K PC,HN5027,D12S,LB0,CD11,M/DECK(LB0A 포함),(유)세진에스엔피,, 20.9, 4.5, 0.0,6 ,2017/6/13,2017/6/23,9 ,,,,
,조립2팀,중조립,115K PC,HN5027,D13S,LB0,CD11,M/DECK(LB0A 포함),(유)해인산업,, 21.3, 5.0, 4.7,6 ,2017/6/15,2017/6/22,6 ,,,,
,조립2팀,중조립,115K PC,HN5027,F21P,TB98,FL1,FORE BODY (L-TYPE),(유)유로이엔지,, 0.0, 0.0, 0.0,6 ,2017/6/16,2017/6/23,6 ,,,,
,조립2팀,중조립,115K PC,HN5027,F21S,TB98,FL1,FORE BODY (L-TYPE),(유)유로이엔지,, 0.0, 0.0, 0.0,6 ,2017/6/19,2017/6/26,6 ,,,,
,조립2팀,중조립,115K PC,HN5027,S12P,TB63,CS2,S/SHELL (CURVE),(유)세진에스엔피,, 11.7, 5.2, 6.6,6 ,2017/6/14,2017/6/26,9 ,,,,
,조립2팀,중조립,115K PC,HN5027,S12P,LB1,CS2,S/SHELL (CURVE),(유)세진에스엔피,, 20.9, 15.2, 2.6,9 ,2017/6/14,2017/6/27,10 ,,,,
,조립2팀,중조립,115K PC,HN5027,S12S,LB1,CS2,S/SHELL (CURVE),(유)해인산업,, 20.9, 15.2, 2.6,9 ,2017/6/1,2017/6/13,8 ,,,,
,조립2팀,중조립,115K PC,HN5027,S12S,TB63,CS2,S/SHELL (CURVE),(유)고성산업,, 11.7, 5.2, 6.6,6 ,2017/6/5,2017/6/13,6 ,,,,
,조립2팀,중조립,115K PC,HN5027,S13P,HP1,CS1,S/SHELL (FLAT),(유)세진에스엔피,, 21.3, 8.5, 5.3,7 ,2017/5/18,2017/6/2,12 ,,,,
,조립2팀,중조립,115K PC,HN5027,S13P,BG1,CS1,S/SHELL (FLAT),(유)유로이엔지,, 0.0, 0.0, 0.0,5 ,2017/5/31,2017/6/7,5 ,,,,
,조립2팀,중조립,115K PC,HN5027,S13P,LB1,CS1,S/SHELL (FLAT),(유)세진에스엔피,, 21.3, 15.2, 2.6,7 ,2017/5/31,2017/6/13,9 ,,,,
,조립2팀,중조립,115K PC,HN5027,S13P,BS1,CS1,S/SHELL (FLAT),(유)유로이엔지,, 21.3, 6.9, 5.6,7 ,2017/6/5,2017/6/20,11 ,,,,
,조립2팀,중조립,115K PC,HN5027,S13S,BG1,CS1,S/SHELL (FLAT),(유)유로이엔지,, 0.0, 0.0, 0.0,5 ,2017/5/31,2017/6/7,5 ,,,,
,조립2팀,중조립,115K PC,HN5027,S13S,LB1,CS1,S/SHELL (FLAT),(유)해인산업,, 21.3, 15.2, 2.6,7 ,2017/6/5,2017/6/14,7 ,,,,
,조립2팀,중조립,115K PC,HN5027,S13S,BS1,CS1,S/SHELL (FLAT),(유)유로이엔지,, 21.3, 6.9, 5.6,7 ,2017/6/7,2017/6/20,10 ,,,,
,조립2팀,중조립,115K PC,HN5027,S14P,HP1,CS1,S/SHELL (FLAT),(유)세진에스엔피,, 21.6, 8.5, 5.3,7 ,2017/5/24,2017/6/7,10 ,,,,
,조립2팀,중조립,115K PC,HN5027,S14P,TB70,CS1,S/SHELL (FLAT),(유)세진에스엔피,, 14.7, 5.2, 0.0,7 ,2017/6/5,2017/6/15,8 ,,,,
,조립2팀,중조립,115K PC,HN5027,S14P,LB1,CS1,S/SHELL (FLAT),(유)세진에스엔피,, 21.6, 15.2, 2.6,7 ,2017/6/5,2017/6/20,11 ,,,,
,조립2팀,중조립,115K PC,HN5027,S14P,BS1,CS1,S/SHELL (FLAT),(유)세진에스엔피,, 21.6, 6.8, 5.6,7 ,2017/6/9,2017/6/22,10 ,,,,
,조립2팀,중조립,115K PC,HN5027,S14S,BG1,CS1,S/SHELL (FLAT),(유)고성산업,, 0.0, 0.0, 0.0,5 ,2017/5/31,2017/6/5,4 ,,,,
,조립2팀,중조립,115K PC,HN5027,S14S,HP1,CS1,S/SHELL (FLAT),(유)해인산업,, 21.6, 8.5, 5.3,7 ,2017/5/29,2017/6/12,10 ,,,,
,조립2팀,중조립,115K PC,HN5027,S14S,TB70,CS1,S/SHELL (FLAT),(유)고성산업,, 14.7, 5.2, 0.0,7 ,2017/6/9,2017/6/19,7 ,,,,
,조립2팀,중조립,115K PC,HN5027,S14S,LB1,CS1,S/SHELL (FLAT),(유)해인산업,, 21.6, 15.2, 2.6,7 ,2017/6/12,2017/6/21,8 ,,,,
,조립2팀,중조립,115K PC,HN5027,S14S,BS1,CS1,S/SHELL (FLAT),(유)해인산업,, 21.6, 6.8, 5.6,7 ,2017/6/13,2017/6/23,9 ,,,,
,조립2팀,중조립,115K PC,HN5027,S15P,HP1,CS1,S/SHELL (FLAT),(유)세진에스엔피,, 19.4, 8.5, 5.3,7 ,2017/5/24,2017/6/7,10 ,,,,
,조립2팀,중조립,115K PC,HN5027,S15P,TB77,CS1,S/SHELL (FLAT),(유)세진에스엔피,, 14.7, 5.2, 0.0,7 ,2017/6/5,2017/6/15,8 ,,,,
,조립2팀,중조립,115K PC,HN5027,S15P,BS1,CS1,S/SHELL (FLAT),(유)세진에스엔피,, 19.4, 6.8, 5.6,7 ,2017/6/9,2017/6/22,10 ,,,,
,조립2팀,중조립,115K PC,HN5027,S15P,LB1,CS1,S/SHELL (FLAT),(유)세진에스엔피,, 19.4, 15.2, 2.6,7 ,2017/6/9,2017/6/23,11 ,,,,
,조립2팀,중조립,115K PC,HN5027,S15S,BG1,CS1,S/SHELL (FLAT),(유)고성산업,, 0.0, 0.0, 0.0,5 ,2017/6/1,2017/6/5,3 ,,,,
,조립2팀,중조립,115K PC,HN5027,S15S,HP1,CS1,S/SHELL (FLAT),(유)해인산업,, 19.4, 8.5, 5.3,7 ,2017/5/29,2017/6/12,10 ,,,,
,조립2팀,중조립,115K PC,HN5027,S15S,TB77,CS1,S/SHELL (FLAT),(유)고성산업,, 14.7, 5.2, 0.0,7 ,2017/6/9,2017/6/19,7 ,,,,
,조립2팀,중조립,115K PC,HN5027,S15S,LB1,CS1,S/SHELL (FLAT),(유)해인산업,, 19.4, 15.2, 2.6,7 ,2017/6/13,2017/6/22,8 ,,,,
,조립2팀,중조립,115K PC,HN5027,S15S,BS1,CS1,S/SHELL (FLAT),(유)해인산업,, 19.4, 6.8, 5.6,7 ,2017/6/13,2017/6/23,9 ,,,,
,조립2팀,중조립,115K PC,HN5027,S16P,BG1,CS1,S/SHELL (FLAT),(유)세진에스엔피,, 0.0, 0.0, 0.0,5 ,2017/6/9,2017/6/15,5 ,,,,
,조립2팀,중조립,115K PC,HN5027,S16P,HP1,CS1,S/SHELL (FLAT),(유)세진에스엔피,, 18.5, 8.5, 5.3,7 ,2017/6/2,2017/6/19,11 ,,,,
,조립2팀,중조립,115K PC,HN5027,S16P,LB1,CS1,S/SHELL (FLAT),(유)세진에스엔피,, 18.5, 15.2, 2.6,7 ,2017/6/15,2017/6/28,10 ,,,,
,조립2팀,중조립,115K PC,HN5027,S16P,BS1,CS1,S/SHELL (FLAT),(유)세진에스엔피,, 18.5, 6.8, 5.6,7 ,2017/6/19,2017/6/29,9 ,,,,
,조립2팀,중조립,115K PC,HN5027,S16S,BG1,CS1,S/SHELL (FLAT),(유)고성산업,, 0.0, 0.0, 0.0,5 ,2017/6/12,2017/6/16,5 ,,,,
,조립2팀,중조립,115K PC,HN5027,S16S,HP1,CS1,S/SHELL (FLAT),(유)해인산업,, 18.5, 8.5, 5.3,7 ,2017/6/8,2017/6/19,8 ,,,,
,조립2팀,중조립,115K PC,HN5027,S16S,LB1,CS1,S/SHELL (FLAT),(유)해인산업,, 18.5, 15.2, 2.6,7 ,2017/6/19,2017/6/28,8 ,,,,
,조립2팀,중조립,115K PC,HN5027,S17P,BG1A,CS1,S/SHELL (FLAT),(유)유로이엔지,, 0.0, 0.0, 0.0,5 ,2017/6/14,2017/6/19,4 ,,,,
,조립2팀,중조립,115K PC,HN5027,S17P,HP1,CS1,S/SHELL (FLAT),(유)세진에스엔피,, 21.6, 8.6, 5.3,7 ,2017/6/2,2017/6/19,11 ,,,,
,조립2팀,중조립,115K PC,HN5027,S17P,TB84,CS1,S/SHELL (FLAT),(유)세진에스엔피,, 14.8, 5.2, 6.6,7 ,2017/6/14,2017/6/26,9 ,,,,
,조립2팀,중조립,115K PC,HN5027,S17S,BG1A,CS1,S/SHELL (FLAT),(유)유로이엔지,, 0.0, 0.0, 0.0,5 ,2017/6/14,2017/6/19,4 ,,,,
,조립2팀,중조립,115K PC,HN5027,S17S,HP1,CS1,S/SHELL (FLAT),(유)해인산업,, 21.6, 8.6, 5.3,7 ,2017/6/8,2017/6/19,8 ,,,,
,조립2팀,중조립,115K PC,HN5027,S17S,TB84,CS1,S/SHELL (FLAT),(유)고성산업,, 14.8, 5.2, 6.6,5 ,2017/6/23,2017/6/29,5 ,,,,
,조립2팀,중조립,115K PC,HN5027,S18P,LB2,CS2,S/SHELL (CURVE),(유)세진에스엔피,, 14.2, 15.6, 3.6,8 ,2017/6/20,2017/6/29,8 ,,,,
,조립2팀,중조립,115K PC,HN5027,S18P,TB91,CS2,S/SHELL (CURVE),(유)고성산업,, 5.2, 11.7, 6.6,7 ,2017/6/27,2017/6/30,4 ,,,,
,조립2팀,중조립,115K PC,HN5027,S18S,LB1,CS2,S/SHELL (CURVE),(유)고성산업,, 5.6, 15.8, 2.5,8 ,2017/6/20,2017/6/26,5 ,,,,
,조립2팀,중조립,115K PC,HN5027,S18S,TB91,CS2,S/SHELL (CURVE),(유)고성산업,, 5.2, 11.7, 6.6,7 ,2017/6/20,2017/6/26,5 ,,,,
